pmid,species_name,species_id,gene_name,gene_id
39618929,patients,9606,,
39618931,patients,9606,SYN-1,6382
39618932,mice,10090,IL-6,3569
39618935,,,,
39618936,rat,10116,HIF-1alpha,15251
39618948,women,9606,,
39618951,,,,
39618960,pigs,9823,,
39618970,,,,
39618987,Patients,9606,,
39619000,,,,
39619014,,,,
39619023,,,,
39619029,,,,
39619033,,,,
39619035,patients,9606,,
39619047,patients,9606,,
39619050,,,,
39619054,rabbits,9986,SP7,100356871
39619057,,,Her2,2064
39619058,,,,
39619060,patient,9606,,
39619061,patients,9606,GSTM1,2944
39619075,,,,
39619078,Staphylococcus saccharolyticus,33028,,
39619082,patients,9606,,
39619084,patients,9606,,
39619093,,,,
39619098,patient,9606,,
39619104,,,,
39619110,chickens,9031,occludin,396026
39619118,,,,
39619119,Rat,10116,,
39619127,,,NFkappaB,4790
39619128,,,Creatine kinase,51727
39619131,patients,9606,albumin,213
39619133,patients,9606,EGFR,1956
39619134,patients,9606,,
39619146,patients,9606,ORMDL3,94103
39619148,,,SOX2,6657
39619149,,,,
39619150,,,,
39619155,,,,
39619157,,,,
39619160,patient,9606,,
39619166,,,GAL-3,3958
39619168,patients,9606,,
39619175,rice,4530,,
39619178,,,prostate-specific antigen,354
39619181,,,,
39619187,Scomber australasicus,29150,,
39619188,licorice,46347,NAC,7504
39619189,HPV,10566,p16,1029
39619190,,,,
39619191,patients,9606,,
39619193,,,,
39619197,,,,
39619205,echinoderms,7586,,
39619206,patients,9606,CRP,1401
39619220,patients,9606,INSR,3643
39619225,patients,9606,,
39619232,,,,
39619248,,,,
39619255,patient,9606,,
39619267,,,,
39619291,Truncocolumella,48596,,
39619292,P.aquatica,663922,,
39619294,Silbaadipata,198647,,
39619302,,,,
39619304,woman,9606,,
39619305,patient,9606,granulocyte colony stimulating factor,1440
39619306,,,,
39619308,patient,9606,,
39619312,patient,9606,,
39619314,Patient,9606,,
39619329,patients,9606,BDNF,627
39619334,men,9606,,
39619336,human,9606,,
39619365,patients,9606,,
39619375,patients,9606,,
39619381,patients,9606,,
39619389,,,,
39619403,,,,
39619408,people,9606,,
39619410,,,,
39619417,patient,9606,,
39619421,patients,9606,FABP4,2167
39619424,human,9606,,
39619426,,,,
39619427,,,,
39619428,,,,
39619443,patient,9606,,
39619444,,,,
39619465,patient,9606,,
39619473,,,,
39619474,,,,
39619479,,,,
39619488,patient,9606,,
39619490,,,,
39619493,patients,9606,,
39619495,People,9606,,
39619500,,,,
39619508,,,,
39619509,,,,
39619528,,,,
39619535,,,,
39619551,,,VEGFR-2,3791
39619552,,,,
39619559,,,,
39619561,,,,
39619567,,,,
39619568,patients,9606,ABHD1,84696
39619579,,,,
39619595,patient,9606,JUN,3725
39619606,,,,
39619607,patients,9606,SOX6,55553
39619613,,,PKMYT1,9088
39619619,women,9606,,
39619634,men,9606,,
39619637,,,,
39619641,mice,10090,,
39619642,,,,
39619644,,,,
39619659,patient,9606,,
39619663,mice,10090,,
39619664,patient,9606,,
39619667,Trichoderma,5543,,
39619677,,,,
39619704,patients,9606,,
39619713,,,,
39619723,rats,10116,,
39619728,patients,9606,CD4,920
39619729,,,C-reactive protein,1401
39619731,R. felis,42862,,
39619732,patient,9606,,
39619734,outpatient,9606,,
39619739,men,9606,C-reactive protein,1401
39619740,,,,
39619749,patient,9606,,
39619755,women,9606,AST,26503
39619756,patients,9606,,
39619760,patients,9606,FGFR1,2260
39619763,patients,9606,,
39619777,Petrocodon,656701,,
39619789,lizards,8504,,
39619792,,,,
39619802,,,,
39619807,,,,
39619812,human,9606,albumin,213
39619814,patient,9606,factor Xa,2159
39619849,bamboo,147376,,
39619859,women,9606,,
39619863,human,9606,,
39619868,Salmonella Typhimurium,90371,,
39619869,Treponema pallidum,160,,
39619870,Mycoplasma pneumoniae,2104,,
39619873,,,,
39619887,,,,
39619894,women,9606,,
39619898,,,,
39619904,,,,
39619906,,,m6A,2823
39619912,,,,
39619922,chickens,9031,,
39619939,Cephalopina titillator,2707115,,
39619946,humans,9606,,
39619952,cumin,52462,,
39619960,sweet potato,4120,,
39619963,human,9606,,
39619967,Cape gooseberry,126903,,
39619972,,,,
39619977,,,,
39619980,,,,
39619985,PG,1985360,,
39619995,human,9606,,
39619996,,,,
39619998,patients,9606,,
39620007,,,,
39620008,bacteria,629395,,
39620011,broccoli,36774,,
39620012,,,FL,2323
39620013,rats,10116,,
39620018,,,,
39620028,grapefruit,37656,,
39620031,,,,
39620036,yeast,4932,,
39620048,patients,9606,,
39620049,patients,9606,,
39620051,HPV,10566,,
39620059,men,9606,CD4,920
39620083,,,,
39620096,yeasts,4932,,
39620108,,,,
39620110,cows,9913,,
39620126,E. coli,562,AmpC,7872529
39620129,,,,
39620130,,,,
39620140,patients,9606,PSA,9520
39620145,,,,
39620149,,,,
39620164,patient,9606,,
39620165,Participants,9606,,
39620169,,,,
39620181,Patients,9606,CDC73,79577
39620184,patients,9606,,
39620193,patients,9606,,
39620210,patients,9606,CD8,925
39620214,,,pituitary adenylate cyclase-activating peptide,116
39620219,patients,9606,,
39620222,patients,9606,,
39620224,,,,
39620241,patients,9606,complement C3,718
39620268,patients,9606,,
39620280,,,,
39620302,patients,9606,,
39620372,patients,9606,,
39620376,,,,
39620401,,,IL-37,27178
39620466,rats,10116,,
39620474,tobacco,4097,,
39620478,,,,
39620486,patients,9606,C-reactive protein,1401
39620495,patients,9606,,
39620509,,,,
39620515,,,,
39620523,,,,
39620539,,,,
39620542,,,,
39620543,,,,
39620548,,,,
39620565,Patients,9606,TNF,7124
39620569,,,,
39620574,,,,
39620581,H. pylori,210,,
39620665,,,,
39620681,,,,
39620687,,,,
39620694,Lycosa coelestis,93699,,
39620707,humans,9606,,
39620883,,,,
39620895,patients,9606,CENPA,1058
39620911,CSP,1964372,,
39620912,,,,
39620921,patients,9606,PD-1,5133
39620966,human,9606,PPARbeta,5467
39620998,patients,9606,,
39621056,patients,9606,,
39621059,patients,9606,CRP,1401
39621121,patients,9606,,
39621131,patients,9606,,
39621135,participants,9606,,
39621177,,,PD-1,5133
39621228,Patients,9606,Interleukin-17A,3605
39621238,,,DPP9,91039
39621239,Rat,10116,,
39621250,patients,9606,,
39621286,,,,
39621296,patients,9606,insulin,3630
39621302,mice,10090,interleukin-1 beta,16176
39621304,patients,9606,THBS2,7058
39621310,patient,9606,cGAS,115004
39621311,,,HIF-2alpha,2034
39621341,patients,9606,,
39621345,,,APOE4,348
39621351,,,,
39621360,women,9606,,
39621511,mice,10090,tau,4137
39621533,Methanosaeta,2222,,
39621588,,,,
39621595,medfly,7213,,
39621601,,,,
39621615,Drosophila,7227,AstCR1,40020
39621641,patients,9606,,
39621650,,,,
39621661,participants,9606,,
39621663,men,9606,,
39621677,,,,
39621678,,,,
39621691,patients,9606,,
39621699,,,,
39621703,patients,9606,,
39621708,patient,9606,,
39621709,,,,
39621713,patients,9606,tissue plasminogen activator,5327
39621717,soybean,3847,,
39621720,mice,10090,BR1,6373
39621727,mice,10090,ABCA1,19
39621728,women,9606,,
39621730,patients,9606,,
39621740,,,,
39621754,,,,
39621765,Trypanosoma brucei,5691,,
39621767,yeast,4932,DHS,856465
39621768,V. cholerae,666,,
39621778,C. elegans,328850,,
39621780,human,9606,BRD4,23476
39621784,human,9606,MC1R,4157
39621800,,,,
39621827,women,9606,,
39621896,,,,
39621901,,,,
39621902,,,RAD51,5888
39621905,,,G3BP1,10146
39621917,people,9606,,
39621925,men,9606,,
39621931,,,,
39621943,,,,
39622018,patient,9606,,
39622022,patient,9606,,
39622038,patients,9606,,
39622078,,,,
39622092,,,albumin,213
39622151,Patient,9606,,
39622180,patients,9606,,
39622181,women,9606,,
39622188,patients,9606,,
39622191,rat,10116,,
39622193,patients,9606,,
39622228,patients,9606,,
39622244,,,,
39622273,humans,9606,,
39622294,H5N1,102793,,
39622491,Nicotiana tabacum,4097,,
39622509,patients,9606,PD-L1,29126
39622513,,,,
39622529,,,,
39622533,,,,
39622535,,,,
39622565,people,9606,,
39622569,patient,9606,,
39622577,,,,
39622585,patients,9606,,
39622631,,,,
39622635,C. elegans,328850,RDE-1,179393
39622637,patient,9606,,
39622655,dogs,9615,,
39622659,Enterocytozoon bieneusi,31281,,
39622686,,,,
39622703,,,,
39622764,patients,9606,CAR,9970
39622771,,,,
39622792,Drosophila,7227,Cdk1,379785
39622795,,,,
39622796,women,9606,INSR,3643
39622797,patients,9606,,
39622800,patients,9606,,
39622806,Cryptococcus neoformans,5207,IFNgamma,15978
39622807,patients,9606,,
39622820,,,,
39622822,,,,
39622826,patients,9606,,
39622840,mammalian,9606,,
39622852,Petitella georgiae,2283134,,
39622864,,,,
39622866,,,,
39622869,Bacillus subtilis,1423,bslA,51993415
39622872,patients,9606,endothelin-1,1906
39622878,human,9606,,
39622886,Liposcelis tricolor,948454,,
39622887,,,,
39622891,patients,9606,,
39622892,patients,9606,FGL2,10875
39622913,bovine,9913,Ucp1,281561
39622918,patients,9606,,
39622920,,,,
39622921,patient,9606,insulin,3630
39622923,,,,
39622925,Ilex asprella,185493,,
39622926,,,,
39622931,bovine,9913,,
39622943,patients,9606,AREG,374
39622947,,,,
39622959,pigs,9823,CD55,1604
39622962,,,,
39622965,,,,
39622968,Patients,9606,YTHDF1,54915
39622979,,,,
39622987,human,9606,,
39622991,patients,9606,,
39622992,HIV,11676,TNF-A,7124
39622996,,,,
39622997,S. glauca,4543,,
39623006,kenaf,229543,,
39623058,rice,4530,,
39623080,,,,
39623082,mice,10090,Igf2,3481
39623091,mice,10090,Trib3,57761
39623092,patients,9606,transforming growth factor beta,7040
39623148,,,,
39623181,patients,9606,,
39623209,Arabidopsis thaliana,3702,,
39623225,men,9606,,
39623242,women,9606,,
39623245,rats,10116,Slc30a3,7781
39623252,patients,9606,,
39623291,,,,
39623298,patients,9606,,
39623311,patients,9606,ERBB2,2064
39623324,patients,9606,IL8,3576
39623325,patients,9606,fibrinogen,2244
39623328,,,,
39623329,human,9606,,
39623331,,,,
39623332,,,,
39623335,patients,9606,,
39623341,patients,9606,C-reactive protein,1401
39623342,rice,4530,,
39623344,patients,9606,,
39623351,,,,
39623370,,,,
39623373,chickens,9031,MRC1L-B,771888
39623375,Mycobacterium abscessus,36809,,
39623380,,,,
39623381,,,ACKR4,51554
39623387,patients,9606,,
39623395,patients,9606,,
39623401,,,,
39623408,,,,
39623435,patients,9606,,
39623438,patients,9606,,
39623439,patients,9606,VEGF,7422
39623445,,,GLUT4,6517
39623447,,,,
39623453,patients,9606,NR5A1,2516
39623455,women,9606,,
39623470,,,,
39623474,patients,9606,,
39623481,participants,9606,,
39623491,participants,9606,,
39623495,,,,
39623496,patients,9606,C-reactive protein,1401
39623509,patients,9606,,
39623515,,,,
39623585,Amphalius,507005,cox1,4512
39623587,,,,
39623588,patients,9606,PKP2,5318
39623618,Patients,9606,,
39623721,TuYV,131083,,
39623727,,,Ubiquitin,107977752
39623738,Sus scrofa,9823,,
39623740,,,Beclin-1,100762045
39623741,patients,9606,,
39623742,woman,9606,,
39623760,Women,9606,,
39623775,patient,9606,,
39623776,Rat,10116,,
39623778,Cydia pomonella,82600,,
39623785,patients,9606,,
39623803,,,,
39623861,patients,9606,,
39623885,child,9606,,
39623887,,,,
39623890,,,,
39623944,,,integrin subunit alpha 7,3679
39623945,mice,10090,insulin,3630
39623952,women,9606,,
39623966,Human,9606,,
39624006,patients,9606,,
39624015,patients,9606,,
39624027,patients,9606,,
39624036,Patients,9606,,
39624038,,,,
39624040,patient,9606,,
39624048,rat,10116,HIF-1alpha,29560
39624052,,,neurotrophic factor,4908
39624069,,,,
39624070,mice,10090,,
39624071,,,,
39624076,patient,9606,,
39624077,patient,9606,,
39624079,patients,9606,HDAC,9734
39624090,Plasmodium falciparum,5833,PfRh5,
39624092,human,9606,CD8,925
39624097,Mycobacterium tuberculosis,1773,Fas,355
39624108,,,,
39624117,,,,
39624126,Chinese jujube,326968,,
39624134,Gossypium hirsutum,3635,Cinnamyl alcohol dehydrogenase,107950586
39624137,,,,
39624139,sheep,9940,HYAL2,443154
39624153,,,,
39624155,,,,
39624159,human,9606,,
39624160,humans,9606,SLC25A32,81034
39624162,patients,9606,GPX4,2879
39624163,,,,
39624167,,,MYH11,4629
39624183,patients,9606,LRP3,4037
39624191,dogs,9615,,
39624199,human,9606,,
39624201,patient,9606,,
39624204,,,,
39624212,patient,9606,,
39624219,patients,9606,,
39624225,,,,
39624241,tobacco,4097,urease,107771310
39624242,Brassica napus,3708,,
39624246,,,,
39624252,patients,9606,,
39624261,patient,9606,,
39624264,HIV-1,11676,USP15,9958
39624269,human,9606,,
39624286,,,,
39624298,patients,9606,,
39624299,human,9606,,
39624301,,,,
39624311,women,9606,,
39624312,,,,
39624322,,,,
39624329,,,,
39624330,Lactobacillus,1578,,
39624340,patients,9606,,
39624342,rat,10116,TGF-beta1,59086
39624343,,,,
39624351,patients,9606,,
39624355,human,9606,,
39624357,patients,9606,,
39624362,patients,9606,,
39624364,Clinostomum,648569,,
39624367,participants,9606,,
39624368,,,,
39624374,,,,
39624376,,,,
39624377,patients,9606,,
39624391,patients,9606,,
39624398,patient,9606,,
39624402,patients,9606,COL10A1,1300
39624403,,,,
39624406,participants,9606,,
39624414,participants,9606,,
39624417,people,9606,,
39624427,,,,
39624434,,,,
39624445,,,,
39624447,patients,9606,,
39624450,patients,9606,,
39624451,patient,9606,,
39624460,girls,9606,CSE,1433
39624464,patient,9606,,
39624468,,,,
39624476,Clostridium tetani,1513,,
39624481,patients,9606,,
39624482,,,,
39624485,,,,
39624497,Patients,9606,GRIN1,2902
39624502,patients,9606,,
39624513,patients,9606,,
39624515,patients,9606,,
39624527,,,,
39624528,participants,9606,,
39624557,patient,9606,,
39624561,patients,9606,,
39624563,patient,9606,,
39624582,,,,
39624586,patients,9606,,
39624594,patients,9606,KL-6,4582
39624598,patients,9606,,
39624600,Syringodium isoetifolium,55323,,
39624601,Yeast,4932,,
39624625,patients,9606,,
39624626,patients,9606,,
39624631,patient,9606,VEGFR-2,3791
39624633,patient,9606,,
39624641,women,9606,,
39624646,mice,10090,,
39624666,HIV,11676,,
39624669,,,,
39624673,patients,9606,,
39624680,patients,9606,,
39624686,,,,
39624689,patients,9606,,
39624691,patient,9606,,
39624693,patient,9606,,
39624694,,,,
39624696,patient,9606,,
39624698,,,,
39624706,patients,9606,ER,2099
39624708,woman,9606,,
39624737,patient,9606,,
39624747,patients,9606,,
39624749,,,,
39624750,patients,9606,,
39624751,patients,9606,,
39624754,patients,9606,,
39624757,,,,
39624758,MP,2104,,
39624768,,,CRP,1401
39624775,patients,9606,,
39624780,patients,9606,,
39624782,patients,9606,,
39624783,patients,9606,MAPK14,1432
39624807,,,insulin,3630
39624809,patients,9606,,
39624810,,,,
39624826,human,9606,,
39624829,patients,9606,,
39624830,patients,9606,,
39624836,human,9606,NAT2,10
39624870,,,,
39624880,,,,
39624884,,,,
39624898,rats,10116,terminal deoxynucleotidyl transferase,294051
39624899,mouse,10090,Apobec1,11810
39624918,patients,9606,IL-7,3574
39624924,patients,9606,,
39624929,participants,9606,APOL1,8542
39624958,participants,9606,,
39624959,patient,9606,,
39624962,,,SNRPB,6628
39624966,patients,9606,,
39624967,rats,10116,stearoyl-CoA desaturase,6319
39624972,patient,9606,,
39624989,mice,10090,,
39624998,patient,9606,,
39625058,,,,
39625107,,,,
39625110,,,CLU,1191
39625119,patients,9606,fms like tyrosine kinase-1,2321
39625122,patient,9606,,
39625150,,,,
39625151,patients,9606,,
39625190,,,,
39625248,Patient,9606,CFTR,1080
39625339,,,glucose dehydrogenase,9563
39625344,humans,9606,bFGF,2247
39625361,rat,10116,RNase-A,6035
39625439,patients,9606,,
39625479,SARS-CoV-2,2697049,ACE2,59272
39625482,,,Ascl1,429
39625496,patients,9606,CXCL8,3576
39625497,,,,
39625504,patients,9606,,
39625524,patients,9606,EWSR1,2130
39625532,bees,7460,,
39625540,,,,
39625551,women,9606,,
39625555,patients,9606,,
39625569,patients,9606,receptor tyrosine kinase,5979
39625583,patients,9606,,
39625615,patients,9606,,
39625649,,,,
39625682,people,9606,,
39625720,patients,9606,,
39625726,,,,
39625757,patient,9606,,
39625768,,,,
39625789,SARS-CoV-2,2697049,FTase,
39625805,calves,9913,CD4,407098
39625829,human,9606,,
39625836,dogs,9615,IL-1beta,403974
39625864,Cryptosporidium,5806,,
39625866,,,,
39625882,human,9606,RNase 7,84659
39625891,patients,9606,,
39625893,patients,9606,CD40,958
39625897,patients,9606,,
39625904,women,9606,,
39625912,,,,
39625913,Strongyloides,6248,,
39625935,patients,9606,,
39625954,patients,9606,ITM2B,9445
39625955,,,,
39625960,mouse,10090,,
39625965,,,,
39625970,human,9606,,
39625972,,,,
39625983,,,,
39625986,,,,
39625994,C. magnificus,156157,,
39626006,women,9606,anti-mullerian hormone,268
39626022,,,,
39626023,,,,
39626025,,,,
39626031,,,CDK12,51755
39626055,chickpea,3827,,
39626085,,,,
39626115,,,,
39626130,patients,9606,tau,4137
39626191,,,,
39626230,,,,
39626237,,,,
39626241,patients,9606,,
39626265,cattle,9913,,
39626280,patients,9606,CTLA4,1493
39626302,participants,9606,,
39614758,patient,9606,,
39614779,Chimpanzees,9598,,
39614781,bacteria,629395,,
39614805,Rat,10116,,
39614833,,,,
39614888,HDM,6952,,
39614902,patients,9606,CCL2,6347
39614935,human,9606,,
39614937,rat,10116,,
39614970,,,,
39614998,HIV,11676,CD8,925
39614999,patients,9606,KLHDC8A,55220
39615256,,,,
39615287,mouse,10090,,
39615343,rotavirus,10912,,
39615397,,,,
39615445,patient,9606,,
39615461,zebrafish,7955,TOMM7,54543
39615654,patients,9606,,
39615679,,,Lamin A,4000
39615681,,,,
39615682,Human,9606,islet amyloid polypeptide,3375
39615690,,,myosin,79784
39615751,patients,9606,,
39615886,patients,9606,,
39615889,patients,9606,,
39615892,Participants,9606,,
39615893,,,PD-L1,29126
39615897,patient,9606,,
39616154,,,,
39616157,,,,
39616166,,,,
39616171,mice,10090,TLR4,7099
39616185,patients,9606,,
39616187,human,9606,IRF2BP2,359948
39616192,,,,
39616193,,,,
39616196,Metacarcinus edwardsii,598739,,
39616197,patients,9606,OPA1,4976
39616201,apple,3750,,
39616215,women,9606,,
39616222,,,,
39616225,,,,
39616228,human,9606,,
39616230,patients,9606,,
39616231,humans,9606,,
39616242,,,,
39616251,,,,
39616255,monkeypox virus,10244,,
39616269,patient,9606,,
39616275,,,,
39616283,Ocimum basilicum L.,39350,,
39616307,women,9606,,
39616308,patients,9606,,
39616309,patients,9606,GLP-1,2641
39616311,patients,9606,,
39616318,women,9606,,
39616323,patients,9606,,
39616327,patients,9606,,
39616331,patients,9606,,
39616335,patients,9606,HCK,3055
39616336,women,9606,,
39616338,rats,10116,IL-13,116553
39616346,SAM,4202,,
39616351,patients,9606,WWTR1,25937
39616353,Clostridium beijerinckii NCIMB 8052,290402,,
39616377,humans,9606,,
39616386,,,SMARCA4,6597
39616390,rats,10116,Trpv2,29465
39616401,women,9606,,
39616437,patients,9606,CD20,54474
39616502,,,,
39616505,patients,9606,,
39616527,,,,
39616563,patients,9606,histamine H2 receptor,3274
39616581,,,,
39616590,Women,9606,,
39616609,human,9606,,
39616619,Asparagopsis taxiformis,260499,,
39616623,human,9606,,
39616628,patient,9606,,
39616629,human,9606,,
39616672,human,9606,,
39616678,,,miR-1458,100315702
39616680,chickens,9031,,
39616720,taro,4460,,
39616741,patient,9606,,
39616746,humans,9606,,
39616893,mice,10090,,
39616999,B. melitensis,29459,,
39617001,,,,
39617032,,,,
39617038,,,,
39617062,human,9606,PRKG1,5592
39617101,women,9606,,
39617394,patients,9606,FALDH,224
39617422,,,fibrinogen,2244
39617425,patient,9606,,
39617463,patient,9606,CTNNB1,1499
39617479,,,CTRP1,114897
39617715,Bilophila,35832,,
39617734,,,,
39617738,,,,
39617755,,,CAR,9970
39617765,participants,9606,,
39617772,Brassica juncea,3707,,
39617779,patient,9606,,
39617783,mice,10090,SIX1,6495
39617799,,,,
39617800,cows,9913,,
39617813,,,G protein-coupled receptor 81,27198
39617854,,,,
39617881,rat,10116,alpha-synuclein,6622
39617884,patient,9606,,
39617888,patients,9606,insulin,3630
39617889,patients,9606,AMBRA1,55626
39617891,patients,9606,,
39617892,patients,9606,,
39617895,human,9606,,
39617900,rat,10116,SFRP1,84402
39617907,patients,9606,,
39617908,patient,9606,,
39617916,,,,
39617917,,,,
39617920,,,,
39617924,,,,
39617925,patients,9606,IDS,3423
39617929,banana,4641,,
39617939,patients,9606,,
39617942,patients,9606,,
39617944,,,,
39617946,S. suis,1307,,
39617947,hepatitis B virus,10407,-2,
39617956,hens,9031,,
39617959,Streptomyces,1930,,
39618017,patients,9606,,
39618050,,,MIR600HG,81571
39618056,patient,9606,,
39618065,patients,9606,,
39618097,Women,9606,,
39618122,Serratia sp.,616,,
39618144,patients,9606,,
39618165,patients,9606,,
39618297,patients,9606,VEGFR,3791
39618298,Epstein-Barr virus,10376,,
39618314,,,,
39618405,patients,9606,,
39618485,,,,
39618486,,,,
39618506,T. cruzi,5693,TRPV1,7442
39618511,yeast,4932,GCN2,851877
39618521,patients,9606,,
39618535,patients,9606,,
39618537,,,,
39618541,patients,9606,,
39618549,rats,10116,TRPV1,83810
39618558,,,,
39618561,Serratia marcescens,615,,
39618573,patients,9606,,
39618574,patients,9606,,
39618579,patients,9606,Lipoprotein(a),4018
39618580,patients,9606,,
39618588,patient,9606,,
39618597,patients,9606,,
39618607,enterovirus,12059,,
39618609,patients,9606,,
39618623,patient,9606,,
39618627,patient,9606,,
39618629,patients,9606,,
39618634,patient,9606,,
39618652,Patient,9606,,
39618657,patients,9606,albumin,213
39618666,patients,9606,,
39618671,inpatients,9606,,
39618693,,,,
39618701,,,,
39618706,,,S100,6271
39618717,women,9606,,
39618718,women,9606,CYP19A1,1588
39618727,patients,9606,,
39618728,patient,9606,caldesmon,800
39618736,Patients,9606,,
39618743,patients,9606,,
39618755,patients,9606,,
39618756,patient,9606,,
39618761,patients,9606,,
39618767,patients,9606,,
39618802,,,,
39618807,men,9606,,
39618816,patients,9606,MIR122,406906
39618818,patient,9606,,
39618831,patient,9606,,
39618853,patients,9606,,
39618859,patients,9606,,
39618864,patients,9606,,
39618865,patients,9606,,
39618870,patients,9606,B-type natriuretic peptides,4879
39618872,patients,9606,,
39618878,,,Lipoprotein (a),4018
39618888,,,,
39618891,Women,9606,,
39618901,persons,9606,,
39618906,,,,
39618911,,,,
39618914,,,,
39618917,,,,
39618922,mice,10090,FSCN1,6624
39618938,,,,
39618949,,,,
39618950,,,,
39618961,human,9606,PDI,5034
39618969,Toona ciliata M. Roem,67918,,
39618994,,,,
39618999,,,,
39619004,,,,
39619005,patients,9606,,
39619017,woman,9606,,
39619024,,,,
39619028,patient,9606,,
39619034,patients,9606,,
39619036,woman,9606,,
39619037,,,,
39619041,Patients,9606,,
39619043,,,,
39619044,patient,9606,,
39619049,patients,9606,,
39619059,,,Insulin,3630
39619068,,,,
39619072,,,,
39619080,N. spumigena,70799,,
39619085,,,,
39619091,,,,
39619097,patient,9606,,
39619100,patients,9606,,
39619102,patients,9606,,
39619103,,,,
39619105,patients,9606,,
39619114,,,,
39619120,,,,
39619126,,,,
39619130,patients,9606,,
39619141,patients,9606,TGF-Beta,7040
39619152,human,9606,PRNCR1,101867536
39619154,mice,10090,Egr-1,1958
39619156,,,,
39619159,Patient,9606,,
39619163,patients,9606,,
39619179,wedge-tailed shearwaters,48683,,
39619192,red deer,9860,,
39619200,,,,
39619204,,,,
39619208,,,,
39619209,patient,9606,,
39619222,patients,9606,insulin,3630
39619231,,,,
39619236,,,,
39619239,Patient,9606,androgen-receptor,367
39619241,,,transferrin,7018
39619244,mice,10090,hepcidin,84506
39619245,patient,9606,STAT3,6774
39619247,,,,
39619254,patient,9606,,
39619259,patient,9606,,
39619261,patients,9606,,
39619262,men,9606,,
39619265,,,,
39619268,,,,
39619269,,,,
39619270,patients,9606,,
39619271,people,9606,,
39619273,Patients,9606,,
39619276,Patient,9606,DLL3,10683
39619278,,,,
39619285,patients,9606,,
39619288,,,,
39619293,Cervusnipponkopschi,501781,,
39619298,,,,
39619301,,,,
39619311,patient,9606,,
39619320,patients,9606,,
39619324,patients,9606,,
39619325,patients,9606,,
39619372,patients,9606,,
39619374,patients,9606,,
39619377,women,9606,,
39619379,men,9606,,
39619380,patients,9606,,
39619382,Patient,9606,,
39619391,,,,
39619394,Patients,9606,,
39619395,,,APOC3,345
39619415,patient,9606,,
39619435,human,9606,,
39619466,patient,9606,,
39619467,,,,
39619477,,,,
39619485,patients,9606,,
39619491,patients,9606,,
39619494,rats,10116,NLRP3,114548
39619497,,,,
39619504,,,,
39619510,human,9606,hCA I,1591
39619519,,,,
39619527,patients,9606,OATP2B1,11309
39619530,,,,
39619533,Escherichia coli,562,,
39619539,Alhagi graecorum,264980,tyrosinase,7299
39619544,,,,
39619547,,,,
39619553,mouse,10090,,
39619581,Human,9606,,
39619584,,,,
39619585,,,,
39619586,,,,
39619592,murine,10090,,
39619594,,,,
39619599,,,,
39619601,patients,9606,PD-1,5133
39619602,patients,9606,,
39619605,patient,9606,,
39619608,participants,9606,,
39619615,rat,10116,JAK2,24514
39619618,G. lucidum,5315,CYP 1A2,1544
39619633,patients,9606,,
39619636,,,,
39619638,human,9606,,
39619647,,,,
39619649,,,,
39619658,patients,9606,VE-Cadherin,1003
39619666,Ceratostomella,337454,rpb2,5431
39619679,,,,
39619682,,,,
39619687,people,9606,,
39619702,patients,9606,,
39619705,,,,
39619707,propolis,931589,,
39619710,patients,9606,,
39619720,patient,9606,,
39619738,,,LDLR,3949
39619741,girls,9606,,
39619748,patients,9606,,
39619754,patients,9606,,
39619757,patients,9606,CD20,54474
39619781,T. molitor,7067,,
39619784,,,,
39619786,Trichosurus vulpecula,9337,,
39619793,,,,
39619811,,,,
39619827,,,,
39619835,,,,
39619844,tomato,4081,,
39619845,E. ulmoides,4392,,
39619857,patients,9606,,
39619891,patients,9606,,
39619892,patient,9606,,
39619893,Patients,9606,osteocalcin,632
39619902,,,,
39619905,men,9606,,
39619926,NDV,11176,,
39619928,A. aegypti,7159,,
39619929,sardines,27697,,
39619930,cattle,9913,LEP,280836
39619940,patients,9606,heat shock protein 70,102178315
39619953,Human,9606,,
39619954,carrot,4039,,
39619955,,,,
39619964,licorice,46347,,
39619969,mice,10090,IgE,3497
39619973,,,NF-kappaB,18033
39619984,Salvia sclarea,38869,,
39620000,Saccharomyces cerevisiae,4932,,
39620014,mice,10090,SphK1,8877
39620015,rats,10116,nSMase,83537
39620023,Chlorella vulgaris,3077,,
39620024,human,9606,,
39620026,L. casei,1582,,
39620029,,,peroxisome proliferator-activated receptor gamma,5468
39620032,pea,252690,,
39620039,,,,
39620040,Olea europaea L.,4146,,
39620041,,,,
39620043,mice,10090,,
39620046,patients,9606,IL-17A,3605
39620047,patients,9606,HLA-B27,3106
39620053,patients,9606,,
39620064,,,,
39620067,tobacco,4097,,
39620069,HIV,11676,gp120,3700
39620073,,,,
39620076,Salinispora tropica,168695,,
39620078,,,TACC3,10460
39620079,,,,
39620099,patient,9606,fibronectin,2335
39620106,,,,
39620107,,,,
39620112,dogs,9615,,
39620117,women,9606,,
39620122,participants,9606,,
39620133,,,,
39620138,human,9606,,
39620142,human,9606,,
39620152,Vibrio cholerae,666,,
39620161,,,,
39620174,,,,
39620177,,,,
39620183,patients,9606,,
39620200,patients,9606,IDH,3417
39620204,,,,
39620208,,,,
39620212,,,COPA,1314
39620217,patient,9606,PD-L1,29126
39620221,patients,9606,MEK,17242
39620243,Patient,9606,,
39620245,P. gingivalis,837,,
39620246,patients,9606,,
39620275,human,9606,,
39620315,,,,
39620348,,,,
