pmid,species_name,species_id,gene_name,gene_id
39620351,patients,9606,KCNMA1,3778
39620364,,,,
39620369,patients,9606,GLP-2,2641
39620388,patients,9606,,
39620428,,,,
39620436,patient,9606,,
39620469,,,,
39620477,patients,9606,DAT,6531
39620506,,,,
39620507,,,,
39620514,,,,
39620516,tobacco,4097,,
39620519,,,,
39620529,,,,
39620536,tobacco,4097,,
39620546,,,,
39620547,participants,9606,,
39620549,,,,
39620561,,,ACVR1,90
39620653,,,,
39620673,,,,
39620674,,,,
39620676,,,,
39620679,,,,
39620686,,,,
39620689,patient,9606,,
39620690,,,,
39620720,,,,
39620862,participants,9606,,
39620901,patients,9606,,
39620909,sheep,9940,COX1,808251
39620945,,,,
39620972,Drosophila,7227,Castor,44018
39620999,patients,9606,CHRNE,1145
39621000,,,,
39621014,Drosophila,7227,,
39621016,patients,9606,,
39621070,patients,9606,HER2,2064
39621100,,,,
39621103,participants,9606,insulin,3630
39621111,Child,9606,,
39621133,,,tyrosine kinase,7294
39621139,patients,9606,,
39621142,men,9606,,
39621170,,,,
39621192,patients,9606,,
39621203,patients,9606,,
39621248,participants,9606,,
39621252,,,,
39621281,patient,9606,,
39621315,,,,
39621343,patients,9606,,
39621344,patients,9606,,
39621348,patients,9606,,
39621357,,,,
39621430,mice,10090,nephrin,54631
39621444,,,DNase 1,1773
39621448,human,9606,TGF-beta,7040
39621451,patients,9606,TOMM70,9868
39621506,,,TTC17,55761
39621510,human,9606,,
39621531,,,,
39621538,,,,
39621546,lizard,8524,,
39621597,men,9606,CD34,947
39621607,,,,
39621633,patients,9606,,
39621642,,,,
39621645,patients,9606,,
39621659,women,9606,,
39621669,mice,10090,FABP7,12140
39621670,,,,
39621673,SARS-CoV-2,2697049,spike,43740568
39621681,human,9606,,
39621684,patient,9606,,
39621685,,,,
39621695,patients,9606,ZNF503,84858
39621700,E. coli,562,,
39621704,,,,
39621726,Aquilaria Lam,69461,,
39621731,,,,
39621734,people,9606,,
39621752,human,9606,,
39621764,,,,
39621769,Aedes aegypti,7159,,
39621770,Chickpea,3827,,
39621771,rat,10116,,
39621774,,,,
39621775,Alle alle,28691,,
39621777,patients,9606,XPA,7507
39621779,Drosophila,7227,,
39621797,human,9606,,
39621811,Pseudomonas fluorescens SBW25,216595,,
39621812,human,9606,,
39621867,people,9606,,
39621892,Patient,9606,,
39621893,,,,
39621898,,,,
39621908,,,,
39621914,,,,
39621927,,,,
39621928,,,polo-like kinase 1,5347
39621934,women,9606,,
39621935,patients,9606,,
39621936,persons,9606,,
39621939,,,,
39621946,patients,9606,,
39621949,patients,9606,,
39621954,patients,9606,,
39622000,Novosphingobium,1874826,PHP,29085
39622014,,,,
39622027,patient,9606,,
39622040,patient,9606,,
39622044,patient,9606,,
39622045,patients,9606,VMAT-2,6571
39622052,,,,
39622093,CB,2169854,,
39622182,patients,9606,,
39622183,,,,
39622209,,,,
39622219,,,,
39622224,rats,10116,Cacna1d,29716
39622226,patients,9606,,
39622227,patients,9606,,
39622247,,,,
39622275,,,PKHD1,5314
39622278,patients,9606,,
39622314,patients,9606,,
39622370,rat,10116,glycogen-synthase-kinase-3-beta,84027
39622385,YFV,11089,,
39622512,,,,
39622536,,,,
39622540,patient,9606,,
39622562,,,,
39622563,SARS-CoV-2,2697049,,
39622566,patients,9606,,
39622582,,,CAR,9970
39622601,patients,9606,,
39622624,,,,
39622629,,,,
39622632,patients,9606,,
39622633,patients,9606,PCSK7,9159
39622677,,,,
39622679,people,9606,,
39622680,patients,9606,,
39622690,patients,9606,,
39622694,patients,9606,,
39622695,,,,
39622708,patient,9606,,
39622753,human,9606,F10,2159
39622763,,,,
39622770,,,,
39622772,Magnaporthe oryzae,318829,,
39622780,mice,10090,ACE2,70008
39622805,patients,9606,,
39622808,,,,
39622811,mice,10090,OSGEP,55644
39622813,bat,1196779,,
39622817,,,,
39622818,Escherichia coli,562,,
39622819,human,9606,,
39622830,,,,
39622831,rice,4530,,
39622837,Ferns,241806,,
39622844,human,9606,Enpp1,5167
39622846,patients,9606,,
39622849,patients,9606,,
39622853,,,,
39622858,patient,9606,,
39622873,patients,9606,,
39622879,,,,
39622882,human,9606,,
39622895,,,,
39622898,,,,
39622901,,,,
39622902,,,,
39622905,Borrelia,138,,
39622930,,,,
39622934,Avena sativa,4498,,
39622937,patients,9606,CD4,920
39622942,,,,
39622951,SARS-CoV-2,2697049,,
39622952,,,CG,1511
39622955,,,,
39622956,patients,9606,CD1C,911
39622964,,,,
39622971,,,,
39622989,,,,
39622990,patients,9606,,
39623003,,,CYBB,1536
39623005,,,,
39623008,human,9606,,
39623011,,,,
39623018,,,,
39623020,patients,9606,,
39623023,,,,
39623034,,,,
39623045,B. aerius,50041,,
39623047,patients,9606,,
39623057,,,,
39623071,patient,9606,,
39623076,patients,9606,N6AMT1,29104
39623121,,,,
39623137,HIV-1,11676,cGAS,115004
39623145,patients,9606,,
39623204,,,,
39623207,,,,
39623257,,,,
39623296,patients,9606,,
39623301,human,9606,gamma-glutamyl transferase,2678
39623302,patients,9606,p53,7157
39623308,patients,9606,,
39623310,patients,9606,,
39623312,,,CD8,925
39623314,,,,
39623327,,,,
39623334,patient,9606,,
39623336,patients,9606,,
39623339,people,9606,,
39623348,patient,9606,,
39623357,outpatient,9606,,
39623360,patients,9606,,
39623364,potato,4113,,
39623374,patient,9606,,
39623376,women,9606,,
39623389,people,9606,,
39623392,patients,9606,,
39623396,,,,
39623398,,,,
39623404,patient,9606,NF-kappaB,18033
39623406,participants,9606,,
39623416,P. aeruginosa,287,IL-8,3576
39623419,patients,9606,,
39623432,human,9606,miR-1244,100302285
39623433,,,SULT2B1,6820
39623437,mice,10090,SERPINE1,18787
39623444,Participants,9606,,
39623449,chicken,9031,,
39623451,mice,10090,AQP4,361
39623452,participants,9606,,
39623458,humans,9606,,
39623467,BLV,11901,,
39623482,patients,9606,,
39623485,,,,
39623487,,,,
39623497,people,9606,,
39623520,,,,
39623590,,,,
39623667,mammalian,9606,,
39623703,LAB,103236,,
39623707,,,,
39623883,influenza viruses,11308,,
39623906,mice,10090,miR-132-3p,100302255
39623911,patient,9606,,
39623935,,,,
39623958,HCV,11103,,
39623964,,,,
39623975,,,,
39624009,SARS-CoV-2,2697049,ACE2,59272
39624022,mice,10090,5-HT2A receptor,3356
39624029,,,,
39624034,Staphylococcus aureus,1280,,
39624035,patient,9606,,
39624041,patients,9606,,
39624045,S. mutans,1309,,
39624046,patients,9606,,
39624055,human,9606,CAR,653108
39624061,dog,9615,,
39624065,patient,9606,,
39624067,patients,9606,,
39624080,,,NFE2-like bZIP transcription factor 2,4780
39624087,,,,
39624118,,,,
39624120,tomato,4081,superoxide dismutase,544259
39624127,potato,4113,SIP1,102593135
39624129,Escherichia coli,562,,
39624133,patients,9606,,
39624149,,,,
39624152,patients,9606,,
39624156,,,,
39624174,patient,9606,,
39624180,,,,
39624184,patient,9606,,
39624188,patients,9606,,
39624197,C. perfringens,1502,,
39624203,women,9606,,
39624207,,,,
39624208,s.s,573870,,
39624211,patients,9606,ZNF165,7718
39624218,,,,
39624232,tomato spotted wilt virus,1933298,,
39624237,,,,
39624238,women,9606,,
39624240,trifoliate orange,37690,,
39624244,,,,
39624245,garlic,4682,,
39624265,Francisella,262,,
39624268,HBV,10407,KIF20A,10112
39624270,men,9606,,
39624272,patients,9606,,
39624292,,,,
39624297,,,,
39624302,,,,
39624304,,,,
39624305,,,,
39624318,human,9606,,
39624319,,,,
39624326,,,,
39624331,,,,
39624347,,,,
39624352,participants,9606,,
39624356,carabao,346063,,
39624361,humans,9606,,
39624363,dogs,9615,C-reactive protein,488629
39624372,,,,
39624373,,,,
39624383,patients,9606,,
39624387,patients,9606,,
39624389,patients,9606,,
39624395,patients,9606,PTX3,5806
39624397,,,,
39624409,women,9606,,
39624416,SARS-CoV-2,2697049,,
39624418,,,,
39624419,,,,
39624424,,,,
39624426,,,,
39624435,,,,
39624438,VZV,10335,,
39624440,patients,9606,IL-1beta,3553
39624446,human,9606,IL-5,3567
39624458,,,,
39624461,patients,9606,TNM,10178
39624463,,,,
39624469,patient,9606,,
39624477,patient,9606,,
39624484,OC43,31631,,
39624488,,,,
39624490,rats,10116,clock,9575
39624493,patient,9606,,
39624496,patients,9606,CD8,925
39624507,Patient,9606,,
39624523,bovine,9913,,
39624540,patients,9606,,
39624544,patients,9606,,
39624545,participants,9606,,
39624546,patients,9606,,
39624547,S. Typhi,90370,,
39624552,woman,9606,,
39624554,women,9606,,
39624555,patients,9606,,
39624559,,,,
39624564,,,,
39624571,Listeria monocytogenes,1639,,
39624573,patients,9606,,
39624579,,,,
39624584,patients,9606,TF,2152
39624604,patients,9606,,
39624605,patients,9606,,
39624607,patients,9606,,
39624608,patients,9606,,
39624610,,,,
39624614,Plasmodium berghei,5821,,
39624620,participants,9606,,
39624622,,,,
39624623,,,,
39624650,patient,9606,,
39624654,,,,
39624657,,,,
39624672,mouse,10090,NaV1.6,20273
39624677,patients,9606,,
39624684,,,,
39624685,women,9606,,
39624688,women,9606,,
39624699,patient,9606,,
39624703,patient,9606,,
39624712,patient,9606,,
39624721,Pigs,9823,,
39624724,chicken,9031,,
39624725,calves,9913,,
39624727,Phytophthora capsici,4784,,
39624728,E. coli,562,groEL,13903475
39624729,patients,9606,,
39624736,,,,
39624738,patients,9606,,
39624742,,,,
39624746,patient,9606,,
39624763,,,,
39624764,patients,9606,,
39624776,patients,9606,,
39624788,mushroom,5341,,
39624790,patients,9606,,
39624792,mice,10090,StarD5,80765
39624796,,,mannan-binding lectin serine protease 1,5648
39624803,patients,9606,,
39624815,patient,9606,,
39624816,patient,9606,,
39624820,patients,9606,vascular endothelial growth factor,7422
39624823,human,9606,PLAUR,5329
39624835,patient,9606,CFTR,1080
39624839,mice,10090,insulin,3630
39624842,Vitex doniana,479623,bcl2,596
39624843,Rhodococcus equi,43767,,
39624856,men,9606,,
39624886,,,,
39624946,,,,
39624957,patients,9606,,
39624964,,,,
39624965,,,,
39624974,,,,
39624993,patients,9606,,
39625010,,,,
39625040,patients,9606,,
39625074,,,,
39625080,,,,
39625091,human,9606,,
39625100,patient,9606,,
39625102,,,,
39625155,pig,9823,,
39625166,,,,
39625173,,,,
39625179,patients,9606,,
39625237,patient,9606,,
39625238,Human,9606,,
39625293,Klebsiella pneumoniae,573,TNF-alpha,21926
39625294,,,,
39625308,patients,9606,,
39625350,,,,
39625414,women,9606,,
39625434,Caenorhabditis elegans,6239,KNL-1,176164
39625436,mice,10090,,
39625473,mice,10090,,
39625559,patients,9606,,
39625584,,,,
39625594,patient,9606,,
39625619,patients,9606,,
39625644,women,9606,,
39625686,,,,
39625719,patient,9606,,
39625735,patients,9606,,
39625738,Pst,12354,,
39625750,patients,9606,,
39625751,,,,
39625754,Baboons,9557,,
39625764,patient,9606,,
39625773,HIV,11676,,
39625774,patients,9606,,
39625776,patients,9606,,
39625795,rat,10116,TFAP2C,362280
39625812,,,,
39625843,,,,
39625861,carrot,4039,Pparg,19016
39625862,patients,9606,,
39625868,participants,9606,,
39625886,cattle,9913,,
39625900,patients,9606,,
39625902,dogs,9615,glycoprotein,
39625927,bacteria,629395,,
39625929,mice,10090,spike,43740568
39625942,people,9606,,
39625948,Nicotiana benthamiana,4100,,
39625957,,,,
39625958,human,9606,,
39625962,patients,9606,,
39625976,,,,
39625979,,,,
39625987,Mammarenavirus,1653394,NMT1,4836
39626002,patients,9606,,
39626003,Human,9606,,
39626015,patients,9606,,
39626075,Shewanella oneidensis MR-1,211586,MtrCAB,1169552
39626092,human,9606,,
39626097,patients,9606,DR4,3126
39626135,patient,9606,,
39626160,patients,9606,PARP,1302
39626214,,,,
39626219,patient,9606,,
39626226,patients,9606,,
39626228,participants,9606,,
39626271,human,9606,,
39626283,,,,
39626287,patients,9606,MYD88,4615
39614772,,,,
39614775,patients,9606,,
39614804,elasmobranchs,7778,,
39614818,mice,10090,,
39614872,,,,
39614880,koala,38626,,
39614932,,,,
39614943,patients,9606,CD4,920
39614946,,,,
39614966,patients,9606,alpha-galactosidase A,2717
39614968,patients,9606,,
39615007,black-headed gulls,8914,,
39615013,women,9606,,
39615019,mouse,10090,mTOR,56717
39615039,sorghum,4558,,
39615107,,,PARG,8505
39615324,,,,
39615325,goose,8847,,
39615396,,,,
39615404,patients,9606,,
39615405,patients,9606,PD-L1,29126
39615406,patients,9606,,
39615411,patients,9606,EGFR,1956
39615414,patients,9606,HER2,2064
39615517,rabbits,9986,,
39615623,patients,9606,,
39615676,human,9606,GPR35,2859
39615686,human,9606,CXCR1,3577
39615689,,,CaV1.2,775
39615887,,,,
39615888,,,,
39615896,,,,
39616146,,,,
39616149,patients,9606,insulin,3630
39616158,patients,9606,,
39616165,,,,
39616167,human,9606,,
39616170,,,,
39616174,Zymomonas mobilis,542,,
39616177,mice,10090,,
39616182,Patients,9606,,
39616183,mouse,10090,DOCK8,76088
39616199,,,,
39616205,patients,9606,,
39616219,,,,
39616229,,,,
39616233,,,,
39616234,cattle,9913,,
39616239,,,,
39616244,human,9606,,
39616256,,,,
39616258,,,,
39616266,patients,9606,,
39616270,girls,9606,,
39616274,,,,
39616276,,,,
39616299,patient,9606,,
39616300,,,,
39616306,,,,
39616322,,,,
39616324,women,9606,,
39616328,,,,
39616329,mice,10090,chemerin,5919
39616334,patients,9606,,
39616345,patients,9606,,
39616350,chickens,9031,,
39616365,participants,9606,,
39616368,patients,9606,,
39616375,participant,9606,,
39616381,patients,9606,,
39616383,,,,
39616393,patients,9606,,
39616395,patients,9606,,
39616396,sugar beet,3555,,
39616406,human,9606,,
39616410,mushrooms,5341,,
39616467,men,9606,,
39616473,human,9606,,
39616504,patients,9606,,
39616507,women,9606,OST,23263
39616508,human,9606,CYR61,3491
39616513,,,,
39616515,patients,9606,,
39616516,men,9606,,
39616521,,,,
39616534,,,,
39616549,Patients,9606,,
39616750,patient,9606,,
39616794,rats,10116,,
39617000,human,9606,,
39617037,,,,
39617040,,,,
39617261,patient,9606,,
39617535,patients,9606,LRP5,4041
39617640,patients,9606,miR-182,406958
39617724,,,,
39617756,,,,
39617761,,,,
39617762,patients,9606,,
39617763,patients,9606,,
39617769,,,,
39617771,,,,
39617774,Cataglyphis velox,72786,,
39617776,patients,9606,SQLE,6713
39617784,,,,
39617787,human,9606,OPA1,4976
39617790,patients,9606,IL-33,90865
39617805,Streptomyces fulvorobeus,284028,,
39617817,mice,10090,,
39617829,,,,
39617830,women,9606,CAR,653108
39617832,patient,9606,,
39617839,rat,10116,,
39617842,human,9606,p53,7157
39617847,,,,
39617880,patient,9606,,
39617887,SARS-CoV-2,2697049,,
39617899,women,9606,,
39617902,,,,
39617912,women,9606,,
39617914,patients,9606,,
39617919,patients,9606,,
39617922,patients,9606,,
39617927,kiwifruit,3627,,
39617934,women,9606,,
39617937,patients,9606,,
39617938,patients,9606,,
39617949,,,VISTA,64115
39617958,Sclerotinia sclerotiorum,5180,,
39617972,Human,9606,,
39618008,people,9606,,
39618024,eastern elliptio,55832,,
39618030,patients,9606,,
39618040,,,,
39618066,human,9606,,
39618089,patient,9606,,
39618107,,,,
39618115,Vibrio cholerae,666,,
39618124,PATIENT,9606,,
39618156,women,9606,,
39618164,,,,
39618244,patients,9606,,
39618330,human,9606,,
39618331,women,9606,LMAN2,10960
39618343,men,9606,,
39618389,women,9606,,
39618424,Adeno-associated virus,272636,topoisomerase,
39618427,rats,10116,GPR41,365228
39618489,,,,
39618514,participants,9606,,
39618520,patients,9606,,
39618523,patients,9606,,
39618525,patients,9606,,
39618529,Cutibacterium acnes,1747,,
39618534,patients,9606,,
39618536,,,,
39618547,,,,
39618548,people,9606,,
39618552,,,,
39618553,patients,9606,,
39618565,,,HMGA2,8091
39618576,patient,9606,,
39618577,,,,
39618578,patients,9606,,
39618581,patient,9606,,
39618592,woman,9606,SSA,6737
39618593,patient,9606,CK7,3855
39618610,,,,
39618611,patients,9606,,
39618615,women,9606,,
39618616,,,,
39618617,patients,9606,,
39618637,patients,9606,Connexin-43,2697
39618642,Mouse,10090,,
39618643,patients,9606,CRP,1401
39618645,patients,9606,,
39618654,C. auris,498019,,
39618656,patient,9606,,
39618663,patient,9606,,
39618664,patient,9606,,
39618665,,,,
39618669,,,,
39618673,patient,9606,,
39618678,patient,9606,EGFR,1956
39618696,,,,
39618702,Patients,9606,,
39618712,,,,
39618714,women,9606,insulin,3630
39618721,human,9606,Nrf2,4780
39618725,Ipomoea L.,4119,,
39618729,patient,9606,,
39618734,,,human chorionic gonadotropin,93659
39618737,patients,9606,,
39618738,patients,9606,,
39618752,patient,9606,MOG,4340
39618754,patients,9606,,
39618760,patient,9606,NOTCH3,4854
39618762,patient,9606,,
39618772,patients,9606,,
39618783,,,,
39618797,human,9606,,
39618814,patients,9606,,
39618820,patients,9606,,
39618823,,,,
39618826,,,,
39618834,participants,9606,,
39618836,,,,
39618838,patients,9606,,
39618839,patients,9606,,
39618840,patients,9606,,
39618851,patients,9606,,
39618852,patients,9606,,
39618857,patients,9606,,
39618863,patients,9606,,
39618868,,,,
39618874,patients,9606,,
39618879,patients,9606,,
39618882,,,,
39618884,Capsulimonas,2494209,,
39618897,,,,
39618899,,,,
39618928,Patients,9606,,
39618930,patients,9606,CRP,1401
39618933,patients,9606,beta2-Microglobulin,3135
39618955,,,,
39618957,women,9606,,
39618962,,,,
39618965,,,,
39618967,,,,
39618971,bacteria,629395,,
39618986,,,,
39618988,,,,
39618995,,,,
39619001,,,,
39619008,,,,
39619011,,,,
39619013,patients,9606,IL-6,3569
39619021,Patients,9606,,
39619039,,,,
39619062,patients,9606,,
39619083,patients,9606,,
39619090,cat,9685,,
39619095,patient,9606,,
39619096,,,,
39619099,woman,9606,,
39619121,,,,
39619129,patients,9606,FIB,2244
39619135,patients,9606,CFB,629
39619139,Mice,10090,Lmna,16905
39619147,,,,
39619153,patient,9606,,
39619162,HIV,12721,,
39619171,patient,9606,,
39619183,people,9606,,
39619184,,,,
39619194,switchgrass,38727,,
39619198,,,,
39619199,patients,9606,IFN-gamma,3458
39619201,dogs,9615,CD80,403765
39619207,,,,
39619215,Patients,9606,,
39619226,patients,9606,FCP,2221
39619238,patients,9606,,
39619242,,,,
39619243,,,,
39619246,patients,9606,,
39619249,,,,
39619260,patients,9606,,
39619266,,,,
39619282,human,9606,,
39619283,,,,
39619284,Bifidobacterium longum,216816,LL-37,820
39619296,Patient,9606,,
39619300,patient,9606,,
39619307,,,HMGA-2,8091
39619313,,,,
39619315,men,9606,,
39619317,Child,9606,,
39619319,Staphylococcus aureus,1280,,
39619328,patients,9606,TGR5,151306
39619332,,,,
39619378,patients,9606,,
39619383,patients,9606,,
39619387,,,,
39619412,patient,9606,,
39619414,,,,
39619420,patients,9606,,
39619423,,,,
39619429,,,,
39619434,patients,9606,,
39619441,,,HIF-1alpha,3091
39619472,,,,
39619475,funnel-weavers,6906,,
39619476,Peromyscus,10040,,
39619478,Rhyacophilatristis,591986,cytochrome c oxidase subunit I,4512
39619481,,,TULP4,56995
39619499,horses,9796,,
39619501,,,NLRP3,114548
39619507,,,,
39619518,,,,
39619522,,,,
39619524,,,,
39619534,Human,9606,,
39619537,,,,
39619542,mice,10090,,
39619546,,,,
39619549,,,,
39619555,,,,
39619558,,,,
39619566,,,,
39619578,S. cerevisiae,4932,ERG5,855029
39619587,,,,
39619588,,,,
39619597,humans,9606,,
39619598,patients,9606,,
39619603,patients,9606,ADH1C,126
39619612,mice,10090,Nrf2,4780
39619614,human,9606,PI3Kdelta,5293
39619621,people,9606,,
39619623,patients,9606,,
39619626,patients,9606,,
39619628,,,,
39619629,,,,
39619630,women,9606,,
39619632,patients,9606,,
39619645,camelina,71323,,
39619648,tomato,4081,,
39619656,human,9606,TGF-beta,7040
39619683,,,,
39619688,patients,9606,,
39619690,patients,9606,,
39619708,human,9606,,
39619714,,,,
39619715,Streptococcus mutans,1309,,
39619724,patients,9606,,
39619726,E. coli,562,,
39619733,patient,9606,GORAB,92344
39619736,patients,9606,hsa-mir-301a,407027
39619746,patients,9606,TAS,7055
39619750,patients,9606,,
39619751,Nigella sativa,555479,,
39619758,,,,
39619766,woman,9606,,
39619770,,,,
39619780,humans,9606,,
39619785,,,,
39619788,"Etisus laevimanus Randall, 1840",1606861,,
39619791,Diomedea exulans,46550,,
39619806,,,,
39619809,,,,
39619810,,,,
39619829,patients,9606,CRP,1401
39619839,potato,4113,,
39619840,,,,
39619841,,,,
39619843,,,,
39619847,W. microscopica,161119,,
39619850,Z. bungeanum,328401,,
39619865,,,,
39619866,,,,
39619871,human,9606,IL-1,111343
39619876,,,,
39619877,,,peptidyl-prolyl cis-trans isomerase,51645
39619890,patient,9606,,
39619897,,,,
39619900,human,9606,,
39619901,,,,
39619910,,,,
39619911,Leishmania,38568,,
39619920,cats,9685,,
39619923,cows,9913,POU1F1,282315
39619927,dogs,9615,VP2,1489588
39619932,sheep,9940,,
39619934,,,transferrin,7018
39619938,,,,
39619945,Angelica sylvestris L.,54703,,
39619959,black tea,4442,,
39619962,human,9606,,
39619986,cocoa,3641,,
39619994,mice,10090,GLP-1,2641
39619999,,,,
39620001,,,,
39620016,Bacteroides ovatus,28116,,
39620030,sheep,9940,,
39620034,mouse,10090,carcinoembryonic antigen,111518
39620037,,,,
39620044,chicken,9031,,
39620052,,,,
39620058,women,9606,CA125,94025
39620068,cocoa,3641,,
39620071,,,,
39620074,,,,
39620075,,,,
39620080,,,LSD1,23028
39620081,,,,
39620115,human,9606,,
39620116,,,,
39620121,,,,
39620123,Patient,9606,,
39620124,,,,
39620128,Helicobacter pylori,210,SLFN4,20558
39620139,patient,9606,programmed cell death protein-ligand 1,29126
39620144,humans,9606,,
39620148,patients,9606,,
39620151,human,9606,p16 INK4a,1029
39620154,tobacco,4097,,
39620160,people,9606,,
39620173,patients,9606,renin,5972
39620176,patient,9606,adrenocorticotropic hormone,5443
39620180,people,9606,insulin,3630
39620198,patients,9606,,
39620206,,,,
39620227,patients,9606,,
39620234,,,,
39620262,patients,9606,,
39620324,rat,10116,,
39620346,human,9606,interferon-lambda1,282618
39620362,,,,
39620363,patients,9606,,
39620366,,,,
39620373,,,,
39620377,Hepatitis B Virus,10407,HBVpol,
39620379,,,,
39620381,,,,
39620480,patients,9606,,
39620481,,,,
39620490,mouse,10090,ADAM10,11487
39620492,hellbenders,43048,,
39620504,,,,
39620508,,,,
39620511,,,,
39620513,people,9606,,
39620520,,,,
39620527,people,9606,,
39620532,,,,
39620537,,,,
39620545,,,,
39620566,patients,9606,,
39620568,patients,9606,,
39620570,patients,9606,,
39620573,patient,9606,,
39620586,,,retinoic acid-inducible gene I,23586
39620669,,,,
39620670,,,,
39620677,,,,
39620678,,,,
39620691,,,,
39620692,patients,9606,,
39620729,,,,
39620827,human,9606,,
39620830,mice,10090,NG2,121021
39620831,patients,9606,,
39620832,human,9606,VEGF-A,7422
39620860,,,,
39620891,human,9606,IFN-gamma,3458
39620915,honeybee,7460,,
39620924,mice,10090,SOD,6647
39620946,mice,10090,Pdgfrb,5159
39620957,,,,
39620973,,,caspase 3,836
39621024,patients,9606,,
39621039,murine,10090,,
39621040,patients,9606,CD8,925
39621047,,,,
39621053,human,9606,TGFbeta,7040
39621069,mice,10090,Il1r1Hep,3554
39621104,women,9606,insulin,3630
39621130,patients,9606,BRAF,673
39621150,patients,9606,,
39621164,patient,9606,,
39621172,patients,9606,,
39621182,patients,9606,,
39621189,patients,9606,,
39621207,,,,
39621211,rats,10116,HIF-1 alpha,3091
39621229,patients,9606,,
39621234,HIV,11676,,
39621236,,,BNT162b2,
39621247,,,,
39621251,patient,9606,,
39621253,,,,
39621308,,,STING,340061
39621313,mice,10090,IL-4,16189
39621314,mice,10090,Areg,374
39621346,participants,9606,,
39621347,,,,
39621350,,,,
39621355,,,,
39621405,patient,9606,,
39621443,Escherichia coli,562,,
39621512,,,,
39621521,,,,
39621534,patients,9606,,
39621555,patients,9606,B7-H3,80381
39621557,patients,9606,NLRP3,114548
39621587,Aspergillus,746128,,
39621602,,,,
39621608,,,,
39621609,zebrafish,7955,insulin,30262
39621610,patient,9606,,
39621612,,,,
39621614,HIV,11676,,
39621618,bats,9397,,
39621626,,,,
39621640,Patients,9606,,
39621644,,,,
39621646,human papillomavirus,10566,TLR2,7097
39621647,,,,
39621654,HIV,11676,,
39621657,,,,
39621662,,,,
39621664,,,,
39621665,mouse,10090,Sox10,20665
39621666,,,,
39621675,patients,9606,cystatin C,1471
39621686,,,,
39621702,,,,
39621705,patients,9606,,
39621706,,,,
39621722,,,,
39621729,people,9606,,
39621751,P. aeruginosa,287,,
39621766,sesame,4182,,
39621782,patients,9606,ER,2069
39621786,,,,
39621790,,,,
39621793,humans,9606,,
39621796,NDV,11176,AIF,9131
39621807,patients,9606,,
39621886,,,,
39621895,patient,9606,,
39621903,,,CD8,925
39621912,,,,
39621918,,,,
39621921,HIV,11676,,
39621922,,,,
39621926,,,,
39621938,patients,9606,,
39621999,,,,
39622009,,,,
39622026,patient,9606,,
39622037,women,9606,,
39622047,,,,
39622048,patient,9606,,
39622167,patients,9606,bcr1,644079
39622207,patients,9606,,
39622217,patients,9606,,
39622221,patients,9606,,
39622293,,,UCHL1,7345
39622476,patients,9606,oxytocin,5020
39622501,TEV,12227,CP,1356
39622538,,,,
39622542,,,,
39622571,patient,9606,,
39622572,patient,9606,,
39622574,patients,9606,,
39622578,patients,9606,,
39622583,patient,9606,IL-13Ralpha2,3598
39622603,,,,
39622630,patients,9606,,
39622636,mice,10090,,
39622650,patient,9606,,
39622658,mice,10090,,
39622702,,,,
39622710,Men,9606,,
39622751,patients,9606,,
39622768,Patient,9606,,
39622773,,,,
39622779,men,9606,,
39622791,H. pylori,210,cytotoxin-associated gene A,
39622802,S. cerevisiae,4932,Seipin,851120
39622812,,,DYNC2H1,79659
39622814,,,,
39622816,,,,
39622828,,,,
39622833,Candida albicans,5476,TYK2,7297
39622843,,,,
39622854,,,,
39622865,,,,
39622867,Staphylococcus aureus,1280,catalase,28381092
39622871,bacteria,629395,,
39622876,,,,
39622884,patients,9606,SMN1,6606
39622888,,,,
39622893,patients,9606,,
39622899,human,9606,,
39622900,,,,
39622907,human,9606,,
39622914,,,,
39622919,patients,9606,,
39622922,patients,9606,p16,1029
39622924,,,,
39622933,,,,
39622936,patients,9606,,
39622957,patients,9606,WWP1,11059
39622958,,,,
39622969,,,,
39622970,,,,
39622981,,,,
39622988,,,,
39622993,,,,
39622995,,,,
39623016,,,,
39623019,,,,
39623028,patients,9606,,
39623042,,,,
39623067,Escherichia coli,562,,
39623068,H5N1,102793,,
39623074,patient,9606,,
39623093,mice,10090,ErbB4,2066
39623098,patients,9606,,
39623124,patients,9606,G-CSF,1440
39623140,,,ATR,545
39623151,,,,
39623165,human,9606,MCU,90550
39623167,Naegleria gruberi,5762,,
39623170,patients,9606,,
39623219,patients,9606,,
39623240,patients,9606,,
39623294,patients,9606,,
39623297,,,,
39623306,patients,9606,TRAIP,10293
39623315,patients,9606,,
39623317,patients,9606,,
39623330,Lonicera caerulea L.,134520,,
39623352,patients,9606,,
39623355,goats,9925,,
39623363,,,,
39623367,patients,9606,,
39623368,patients,9606,,
39623369,patients,9606,,
39623372,,,,
39623379,,,,
39623384,,,,
39623386,women,9606,,
39623390,Saccharomyces,4932,BCK2,856914
39623391,patients,9606,,
39623394,human,9606,FOXA1,3169
39623410,women,9606,,
39623411,patients,9606,,
39623413,patients,9606,,
39623417,patients,9606,DBP,1628
39623421,patient,9606,,
39623423,participants,9606,,
39623424,,,,
39623427,,,,
39623428,mouse,10090,acetylcholinesterase,11423
39623431,human,9606,claudin 5,7122
39623441,patients,9606,,
39623442,canine,9615,PARP3,484745
39623457,patients,9606,,
39623461,mice,10090,,
39623462,,,,
